Brand,brand_number,model,model_number,Year,Age,kmDriven,Transmission,Owner,FuelType,AskPrice
Maruti Suzuki,2,Ignis,40,2022,2,39000.0,0,0,0,675000
Toyota,5,Corolla Altis,128,2010,14,85000.0,1,1,2,235000
Maruti Suzuki,2,Swift-Dzire,8,2010,14,85000.0,1,1,0,175000
Tata,14,Zest,56,2015,9,140000.0,1,1,1,250000
Renault,9,Scala,72,2012,12,50000.0,1,1,2,229000
Hyundai,6,Grand i10 Nios,61,2021,3,88000.0,1,0,2,575000
BMW,3,X1,147,2017,7,57000.0,0,1,1,1799999
Tata,14,Hexa,81,2020,4,85000.0,1,0,1,625000
Honda,0,City ZX,53,2010,14,90000.0,0,1,2,270000
Toyota,5,Innova,20,2014,10,96760.0,1,1,1,975000
Maruti Suzuki,2,Wagon-R,32,2013,11,64000.0,1,0,2,190000
Tata,14,Tiago,86,2017,7,52000.0,0,1,0,400000
Toyota,5,Innova Crysta,14,2018,6,151000.0,0,0,1,1650000
Maruti Suzuki,2,Swift,2,2018,6,68364.0,1,0,0,685000
Maruti Suzuki,2,Eeco,57,2021,3,75000.0,1,0,2,515000
Kia,7,Sonet,44,2022,2,27000.0,1,0,1,1175000
Maruti Suzuki,2,Wagon-R,32,2018,6,80000.0,0,1,2,351000
Hyundai,6,Creta,22,2021,3,32000.0,1,0,1,975000
Hyundai,6,Santro Xing,105,2009,15,86000.0,1,1,2,125000
Maruti Suzuki,2,Wagon-R,32,2015,9,62000.0,1,1,2,125000
Hyundai,6,Xcent,10,2014,10,72000.0,0,1,2,445000
Ford,4,Ecosport,6,2013,11,119000.0,1,1,1,450000
Maruti Suzuki,2,Swift-Dzire,8,2009,15,98000.0,1,1,1,245000
Mercedes-Benz,12,GLA,286,2016,8,50000.0,0,1,0,1585000
Maruti Suzuki,2,800,183,2009,15,97000.0,0,1,1,120000
Maruti Suzuki,2,Baleno,3,2016,8,60837.0,1,0,0,467000
Maruti Suzuki,2,Celerio,18,2014,10,60000.0,0,0,0,290000
Honda,0,WRV,54,2017,7,41000.0,1,0,1,775000
Tata,14,Nano,141,2014,10,74000.0,1,0,2,140000
Maruti Suzuki,2,Ertiga,12,2018,6,76000.0,1,1,2,695000
Toyota,5,Innova,20,2013,11,130000.0,1,0,1,700000
Maruti Suzuki,2,Sx4,59,2010,14,123000.0,1,1,0,210000
Hyundai,6,Verna,26,2020,4,49500.0,0,0,0,1099000
Renault,9,Triber,124,2021,3,58000.0,0,1,0,475000
Hyundai,6,EON,241,2015,9,35860.0,1,0,0,160000
Mahindra,13,Marazzo,191,2019,5,40000.0,0,0,1,850000
Ford,4,Endeavour,123,2016,8,99000.0,0,1,1,1650000
Nissan,21,Sunny,230,2011,13,52000.0,1,0,0,199000
Maruti Suzuki,2,Wagon-R-1-0,211,2021,3,28000.0,1,0,2,485000
Fiat,20,Linea,106,2010,14,112000.0,1,1,1,290000
Hyundai,6,i20,24,2011,13,64000.0,1,1,2,255000
Volkswagen,1,Tiguan,89,2018,6,74656.0,0,0,1,1850000
Hyundai,6,Creta,22,2016,8,75000.0,1,1,1,985000
Maruti Suzuki,2,Swift-Dzire,8,2016,8,61000.0,1,1,1,565000
Maruti Suzuki,2,Alto-800,62,2017,7,72000.0,1,1,0,260000
Maruti Suzuki,2,Gypsy,138,2014,10,120000.0,1,1,0,420000
Maruti Suzuki,2,Wagon-R,32,2020,4,73500.0,1,0,2,550000
Maruti Suzuki,2,Alto-800,62,2022,2,140000.0,0,0,2,400000
Toyota,5,Corolla Altis,128,2009,15,84000.0,1,1,2,145000
Hyundai,6,Venue,21,2022,2,39000.0,1,1,0,955000
Hyundai,6,Creta,22,2016,8,78000.0,1,1,1,825000
Maruti Suzuki,2,Ertiga,12,2021,3,64000.0,0,0,2,950000
Hyundai,6,Verna,26,2018,6,48000.0,0,1,0,899999
Maruti Suzuki,2,Wagon-R,32,2020,4,40000.0,1,1,2,525000
Audi,8,A6,93,2016,8,63000.0,0,1,0,1735000
Hyundai,6,Aura,215,2023,1,40000.0,1,0,2,730000
Honda,0,City,0,2009,15,73000.0,0,1,2,290000
Toyota,5,Innova,20,2014,10,50999.0,1,1,1,1350000
Maruti Suzuki,2,Baleno,3,2017,7,66500.0,1,0,0,665000
Hyundai,6,Verna,26,2018,6,63000.0,1,0,1,870000
Maruti Suzuki,2,Baleno,3,2020,4,17500.0,0,0,0,595000
Hyundai,6,i20,24,2016,8,37200.0,1,1,0,590000
Maruti Suzuki,2,Alto-800,62,2012,12,85000.0,1,1,2,100000
Maruti Suzuki,2,Sx4,59,2011,13,68538.0,1,1,2,175000
Maruti Suzuki,2,Ertiga,12,2021,3,110000.0,1,0,2,1051000
Hyundai,6,Grand i10 Nios,61,2021,3,40000.0,0,0,0,625000
Kia,7,Sonet,44,2022,2,69726.0,1,0,1,1050000
Maruti Suzuki,2,XL6,120,2019,5,71000.0,0,0,0,925000
Maruti Suzuki,2,Ritz,43,2010,14,74000.0,1,0,2,145000
Maruti Suzuki,2,Wagon-R,32,2021,3,113707.0,1,0,0,485000
Maruti Suzuki,2,Wagon-R,32,2010,14,58888.0,1,1,2,199000
Hyundai,6,Creta,22,2018,6,50480.0,0,0,1,1250001
Maruti Suzuki,2,Swift,2,2012,12,77000.0,1,0,1,299000
Audi,8,A4,27,2015,9,76000.0,0,1,0,1450000
Renault,9,Duster,31,2015,9,138624.0,1,0,1,420000
Hyundai,6,Fluidic Verna,162,2014,10,43000.0,1,1,0,550000
Honda,0,Amaze,70,2015,9,82000.0,1,1,2,299000
Maruti Suzuki,2,Wagon-R,32,2022,2,16000.0,1,0,2,560000
Mahindra,13,XUV500,36,2012,12,73000.0,1,1,1,365000
Toyota,5,Urban Cruiser Hyryder,237,2022,2,38000.0,0,0,2,1550000
Maruti Suzuki,2,Baleno,3,2023,1,27164.0,0,0,2,905000
Ford,4,Ecosport,6,2013,11,65000.0,1,1,1,400000
Tata,14,Safari,87,2012,12,79800.0,1,1,1,285000
Maruti Suzuki,2,Ertiga,12,2016,8,74000.0,0,0,2,689000
Jaguar,18,XF,85,2011,13,98000.0,0,0,1,1250000
Maruti Suzuki,2,Vitara-Brezza,19,2016,8,128000.0,1,0,1,765000
Toyota,5,Corolla Altis,128,2015,9,68000.0,0,1,2,777777
Maruti Suzuki,2,Alto,75,2013,11,72000.0,1,1,2,160000
Maruti Suzuki,2,Omni,68,2005,19,91000.0,1,1,0,130000
Honda,0,CRV,133,2014,10,65000.0,0,0,0,750000
Maruti Suzuki,2,Celerio,18,2015,9,52000.0,0,1,2,330000
Maruti Suzuki,2,Celerio,18,2016,8,34000.0,0,1,0,399999
Maruti Suzuki,2,Alto,75,2012,12,90000.0,1,1,2,85000
Skoda,11,Rapid,63,2019,5,77873.0,1,0,0,640000
Mahindra,13,Thar,50,2022,2,98000.0,0,0,1,1600000
Toyota,5,Camry,51,2016,8,65000.0,0,0,2,1650000
Hyundai,6,i20,24,2019,5,48000.0,1,0,2,660000
Ford,4,Figo Aspire,149,2016,8,45000.0,1,1,0,345000
Maruti Suzuki,2,Eeco,57,2019,5,88000.0,0,0,2,455000
Maruti Suzuki,2,Swift-Dzire,8,2015,9,81000.0,1,1,2,525000
Honda,0,Jazz,71,2016,8,66000.0,0,1,0,490000
Maruti Suzuki,2,Ritz,43,2014,10,145999.0,1,0,1,375000
Maruti Suzuki,2,Ciaz,58,2016,8,62982.0,1,1,0,625000
Hyundai,6,Grand i10 Nios,61,2021,3,19500.0,1,1,0,575000
Hyundai,6,Grand i10 Nios,61,2020,4,47523.0,1,0,0,495000
Maruti Suzuki,2,Swift-Dzire,8,2018,6,130000.0,1,0,0,600000
Tata,14,Indigo Cs,139,2010,14,164000.0,1,1,1,125000
Maruti Suzuki,2,Swift,2,2015,9,74000.0,1,1,0,390000
Maruti Suzuki,2,Wagon-R,32,2022,2,63000.0,1,0,2,590000
Hyundai,6,Grand i10,41,2017,7,82000.0,0,0,2,475000
Honda,0,City,0,2016,8,52000.0,1,0,0,499000
Maruti Suzuki,2,Wagon-R,32,2022,2,22000.0,0,0,0,600000
Hyundai,6,Verna,26,2016,8,55000.0,0,1,0,280000
Kia,7,Seltos,11,2022,2,48000.0,1,1,1,1190000
Mahindra,13,Scorpio,102,2022,2,69120.0,1,0,1,1595000
Hyundai,6,Verna,26,2019,5,29000.0,0,1,0,1000000
Renault,9,KWID,16,2022,2,17000.0,1,0,0,400000
Volkswagen,1,VentoTest,1,2012,12,68000.0,1,1,1,390000
Tata,14,Nexon,45,2019,5,70000.0,1,0,1,575000
Hyundai,6,Grand i10,41,2019,5,54252.0,0,0,0,525000
Toyota,5,Corolla Altis,128,2014,10,78000.0,0,1,2,575000
Tata,14,Nano Genx,259,2015,9,26000.0,0,0,0,250000
Mercedes-Benz,12,C-Class,29,2011,13,60000.0,0,0,0,1150000
Maruti Suzuki,2,Ciaz,58,2018,6,50000.0,0,0,2,599000
Hyundai,6,i20,24,2010,14,82487.0,0,1,0,279999
Maruti Suzuki,2,Ciaz,58,2018,6,35000.0,0,0,2,945000
Maruti Suzuki,2,Swift-Dzire,8,2017,7,85000.0,0,1,1,560000
Honda,0,City,0,2010,14,96000.0,0,1,2,299000
Maruti Suzuki,2,Wagon-R,32,2019,5,44000.0,0,0,2,430000
Volkswagen,1,Polo,25,2014,10,90000.0,1,1,0,398888
Maruti Suzuki,2,Omni,68,2010,14,100000.0,1,1,2,110000
Maruti Suzuki,2,Ertiga,12,2015,9,75000.0,1,1,2,650000
Renault,9,KWID,16,2018,6,60000.0,0,0,0,405000
Mahindra,13,Scorpio,102,2021,3,59642.0,1,0,1,1170000
Renault,9,Duster,31,2018,6,100000.0,1,0,1,835000
Hyundai,6,Verna,26,2019,5,72000.0,1,1,1,777000
Toyota,5,Innova Crysta,14,2017,7,110000.0,0,1,1,1563000
Maruti Suzuki,2,Baleno,3,2016,8,68000.0,0,1,2,489999
Tata,14,Altroz,60,2020,4,26000.0,1,0,0,759000
Hyundai,6,Grand i10,41,2018,6,75000.0,1,1,2,399000
Maruti Suzuki,2,Alto,75,2010,14,76000.0,1,1,0,208000
Hyundai,6,Creta,22,2018,6,76500.0,1,0,1,800000
Porsche,31,Cayenne,295,2011,13,56000.0,0,1,1,1320000
Mahindra,13,XUV 300,163,2022,2,12000.0,1,0,0,949000
Maruti Suzuki,2,Celerio,18,2018,6,73000.0,0,0,0,475000
Hyundai,6,Santro Xing,105,2012,12,97000.0,1,1,0,150000
Honda,0,Brio,52,2012,12,90000.0,1,0,0,290000
Hyundai,6,Creta,22,2017,7,45000.0,0,0,0,869000
Honda,0,City,0,2017,7,29000.0,0,1,0,775000
Maruti Suzuki,2,Swift,2,2019,5,30000.0,1,0,0,610000
Renault,9,Triber,124,2024,0,12000.0,1,0,0,625000
Maruti Suzuki,2,Ciaz,58,2016,8,83000.0,1,1,2,450000
Mahindra,13,Thar,50,2022,2,7500.0,0,0,0,1250000
Hyundai,6,Creta,22,2016,8,84000.0,0,0,1,725000
Honda,0,City,0,2012,12,74000.0,0,1,2,310000
Maruti Suzuki,2,Sx4,59,2012,12,67000.0,1,1,2,290000
Maruti Suzuki,2,Swift,2,2019,5,71000.0,0,0,0,649000
Chevrolet,16,Spark,238,2011,13,68892.0,1,0,0,92000
Maruti Suzuki,2,Ertiga,12,2022,2,14000.0,1,0,2,1109000
Tata,14,Indica V2,233,2015,9,96000.0,1,1,1,149000
Maruti Suzuki,2,Omni,68,2016,8,36000.0,1,0,2,275000
Maruti Suzuki,2,S-Presso,73,2019,5,55000.0,0,0,2,395000
Honda,0,City,0,2014,10,86000.0,0,1,2,469000
Maruti Suzuki,2,Fronx ,296,2024,0,8000.0,1,0,0,100000
Maruti Suzuki,2,Wagon-R,32,2015,9,80000.0,0,0,2,280000
Volkswagen,1,VentoTest,1,2017,7,78000.0,0,1,0,565000
Skoda,11,Fabia,200,2012,12,67000.0,1,0,1,150000
BMW,3,3 Series,90,2014,10,48000.0,0,0,1,1425000
Toyota,5,Fortuner,48,2013,11,110000.0,1,1,1,1353000
Maruti Suzuki,2,Baleno,3,2016,8,90000.0,1,1,1,540000
Maruti Suzuki,2,Wagon-R-1-0,211,2011,13,72000.0,1,1,2,140000
Hyundai,6,Grand i10 Nios,61,2020,4,46000.0,0,0,2,590000
Maruti Suzuki,2,Swift-Dzire,8,2013,11,102000.0,1,1,0,360000
Hyundai,6,Grand i10,41,2018,6,57000.0,1,1,2,399999
Maruti Suzuki,2,Wagon-R-1-0,211,2011,13,78000.0,1,0,2,221000
Hyundai,6,i20,24,2011,13,80000.0,0,1,2,220000
Toyota,5,Camry,51,2014,10,122000.0,0,1,0,899000
Tata,14,Punch ,287,2022,2,7900.0,0,1,0,890000
Honda,0,Amaze,70,2019,5,72000.0,1,0,2,451000
Maruti Suzuki,2,Baleno,3,2018,6,108000.0,1,1,1,550000
Maruti Suzuki,2,800,183,1986,38,68000.0,1,1,0,120000
Toyota,5,Urban Cruiser Hyryder,237,2022,2,36240.0,1,0,0,1550000
Hyundai,6,Accent Hatchback,297,2005,19,150000.0,1,0,0,95000
Renault,9,Triber,124,2019,5,39892.0,1,0,0,560000
Tata,14,Nexon,45,2020,4,105800.0,0,0,0,675000
Maruti Suzuki,2,Eeco,57,2017,7,85000.0,0,1,2,460000
Maruti Suzuki,2,Swift-Dzire,8,2024,0,15000.0,1,0,2,280000
Honda,0,City,0,2016,8,64000.0,1,0,2,585000
Maruti Suzuki,2,Baleno,3,2020,4,37000.0,1,0,0,665000
Honda,0,City,0,2021,3,20000.0,0,1,0,1325000
Volkswagen,1,VentoTest,1,2011,13,67000.0,0,1,2,450000
Toyota,5,Etios Liva,99,2019,5,112500.0,1,1,1,850000
Maruti Suzuki,2,Baleno,3,2016,8,72000.0,0,1,0,545000
Mercedes-Benz,12,C-Class,29,2003,21,87000.0,0,1,0,265000
Renault,9,KWID,16,2016,8,38000.0,1,1,0,235000
Hyundai,6,Verna,26,2017,7,63000.0,1,1,2,515000
Tata,14,Manza,130,2012,12,75000.0,1,1,2,145000
Maruti Suzuki,2,Ertiga,12,2021,3,64000.0,1,0,2,899000
Honda,0,CRV,133,2008,16,95000.0,0,1,2,250000
Maruti Suzuki,2,Wagon-R-1-0,211,2018,6,150000.0,0,0,2,220000
Renault,9,Lodgy,140,2016,8,86000.0,1,0,1,375001
Hyundai,6,Verna,26,2012,12,120000.0,0,1,1,450000
Maruti Suzuki,2,Wagon-R,32,2014,10,123000.0,1,1,0,350000
Skoda,11,Slavia,172,2022,2,84000.0,0,0,0,1030000
Toyota,5,Fortuner,48,2015,9,95000.0,1,1,1,1145000
Hyundai,6,Elite i20,104,2020,4,64259.0,1,1,2,636000
Maruti Suzuki,2,Celerio,18,2019,5,85000.0,1,1,2,449000
Honda,0,Amaze,70,2018,6,68000.0,0,0,2,550000
Maruti Suzuki,2,Ertiga,12,2016,8,90000.0,1,1,2,689000
Maruti Suzuki,2,Alto-800,62,2019,5,17405.0,1,0,0,325000
Maruti Suzuki,2,Baleno,3,2019,5,75000.0,0,1,0,650000
Ford,4,Ecosport,6,2021,3,42850.0,1,0,1,900000
Audi,8,A4,27,2012,12,68000.0,0,1,1,750000
Kia,7,Seltos,11,2022,2,39000.0,0,0,1,1825000
Maruti Suzuki,2,Wagon-R,32,2017,7,58670.0,1,0,0,365000
Maruti Suzuki,2,Ciaz,58,2019,5,43000.0,0,1,2,520000
Tata,14,Vista Tech,298,2011,13,138000.0,1,0,1,222200
Maruti Suzuki,2,Wagon-R,32,2016,8,62000.0,0,1,0,365000
Maruti Suzuki,2,Wagon-R-1-0,211,2009,15,72000.0,1,1,2,115000
Hyundai,6,Grand i10,41,2017,7,39510.0,0,1,0,425100
Maruti Suzuki,2,Wagon-R,32,2016,8,42000.0,0,0,0,311000
Honda,0,Amaze,70,2015,9,50000.0,1,0,0,249991
Maruti Suzuki,2,Ertiga,12,2019,5,59000.0,0,0,2,1150000
Toyota,5,Innova Crysta,14,2022,2,55000.0,0,0,1,2050000
Honda,0,Amaze,70,2017,7,85500.0,1,1,2,295000
Maruti Suzuki,2,Eeco,57,2021,3,47000.0,0,0,2,505000
Chevrolet,16,Beat,178,2015,9,61000.0,1,1,1,184000
Maruti Suzuki,2,Ignis,40,2017,7,48125.0,1,0,0,435000
Honda,0,Amaze,70,2021,3,119000.0,0,0,1,900000
Maruti Suzuki,2,Brezza,145,2017,7,56000.0,1,1,1,620000
Toyota,5,Innova Crysta,14,2018,6,99500.0,0,1,1,1949000
Hyundai,6,Tucson,74,2017,7,55000.0,0,0,1,1190000
MG,10,Hector,17,2020,4,96000.0,1,0,1,1275000
Honda,0,City,0,2015,9,90200.0,0,1,2,475000
Hyundai,6,Xcent Prime,271,2018,6,130000.0,1,1,2,195000
Maruti Suzuki,2,Ertiga,12,2021,3,64035.0,1,0,2,975000
Hyundai,6,Verna,26,2007,17,79000.0,1,1,2,190000
Hyundai,6,Creta,22,2018,6,54000.0,0,1,1,899000
Maruti Suzuki,2,Wagon R,192,2011,13,68000.0,1,1,2,190000
Honda,0,Amaze,70,2022,2,25000.0,0,0,0,805000
BMW,3,3 Series,90,2014,10,50000.0,0,0,1,1425000
Datsun,26,GO Plus,299,2017,7,50000.0,0,0,2,330000
Hyundai,6,i10,37,2011,13,75000.0,0,1,2,325000
Hyundai,6,i10,37,2009,15,115000.0,0,1,2,170000
Honda,0,Jazz,71,2019,5,62000.0,0,0,0,650000
Hyundai,6,Creta,22,2019,5,110000.0,0,0,1,1290000
Maruti Suzuki,2,Wagon-R,32,2014,10,56000.0,0,1,2,260000
Skoda,11,Kushaq,28,2022,2,24000.0,1,0,0,1250000
Toyota,5,Innova Crysta,14,2021,3,90000.0,0,0,1,1975000
Toyota,5,Fortuner,48,2015,9,84000.0,0,0,1,1175000
Maruti Suzuki,2,Eeco,57,2020,4,36000.0,0,0,2,475000
Maruti Suzuki,2,Swift-Dzire,8,2016,8,108000.0,1,0,1,565000
Hyundai,6,Eon,34,2017,7,24200.0,0,1,2,300000
Hyundai,6,i20,24,2012,12,65606.0,1,1,2,211000
Hyundai,6,i10,37,2009,15,55000.0,0,1,0,225000
Renault,9,Duster,31,2016,8,72000.0,0,1,1,400000
Maruti Suzuki,2,Wagon-R,32,2023,1,85000.0,0,0,2,210000
Maruti Suzuki,2,Swift,2,2022,2,40000.0,0,0,0,765000
Volkswagen,1,Polo,25,2017,7,70677.0,1,0,0,549000
Maruti Suzuki,2,Ciaz,58,2014,10,63079.0,1,0,0,261000
Honda,0,City ZX,53,2005,19,105000.0,1,1,0,130000
Maruti Suzuki,2,Swift-Dzire,8,2021,3,56000.0,1,0,0,625000
Maruti Suzuki,2,Estilo,229,2009,15,72000.0,1,1,0,159000
Hyundai,6,Tucson,74,2017,7,85000.0,0,1,1,999999
Hyundai,6,Grand i10 Nios,61,2021,3,30941.0,1,1,2,625000
Maruti Suzuki,2,Wagon-R,32,2016,8,55962.0,1,1,2,215500
Maruti Suzuki,2,Alto-800,62,2017,7,78000.0,0,0,2,290000
Mahindra,13,Thar,50,2022,2,14000.0,0,1,2,1600000
Toyota,5,Innova,20,2012,12,98000.0,1,1,1,850000
Toyota,5,Fortuner,48,2015,9,155000.0,0,1,1,1275000
Kia,7,Seltos,11,2022,2,17000.0,0,0,0,1575000
Kia,7,Sonet,44,2021,3,17451.0,0,0,0,1265000
Maruti Suzuki,2,S-Presso,73,2022,2,12000.0,0,0,0,520000
Toyota,5,Urban Cruiser Hyryder,237,2023,1,18246.0,0,0,2,1950000
Datsun,26,Redi Go,216,2016,8,53000.0,1,1,2,290000
Hyundai,6,i20,24,2014,10,68000.0,1,1,2,385000
Hyundai,6,Creta,22,2017,7,54000.0,0,0,1,1250000
Honda,0,Amaze,70,2013,11,85000.0,1,1,1,299000
Hyundai,6,Xcent,10,2018,6,134286.0,1,1,1,365000
Toyota,5,Etios,46,2018,6,87600.0,1,1,1,455000
Tata,14,Nexon,45,2021,3,26000.0,0,0,2,895000
Honda,0,City,0,2015,9,138753.0,1,1,1,330000
Maruti Suzuki,2,S-Cross1,171,2018,6,167000.0,1,1,1,715999
Hyundai,6,i20,24,2018,6,77665.0,1,0,0,599000
Maruti Suzuki,2,Ciaz,58,2019,5,53000.0,0,0,2,825000
Honda,0,Amaze,70,2015,9,83000.0,1,1,2,325000
Chevrolet,16,Beat,178,2012,12,82098.0,1,1,1,165000
Hyundai,6,i10,37,2010,14,42000.0,1,0,0,172000
Maruti Suzuki,2,Wagon-R,32,2012,12,65000.0,1,0,2,285000
Honda,0,Amaze,70,2015,9,82000.0,0,0,0,390000
Mahindra,13,XUV500,36,2015,9,75000.0,1,0,1,545000
Maruti Suzuki,2,Celerio,18,2018,6,75698.0,1,1,0,430000
Maruti Suzuki,2,Swift,2,2012,12,75211.0,1,1,0,325000
Maruti Suzuki,2,Wagon-R,32,2012,12,120000.0,0,1,2,155000
Maruti Suzuki,2,Wagon-R,32,2021,3,60000.0,1,1,2,570000
Maruti Suzuki,2,Eeco,57,2018,6,82000.0,0,1,2,350000
Jeep,15,Compass,67,2018,6,40000.0,0,1,0,1150000
Hyundai,6,i20,24,2018,6,88250.0,1,0,1,825000
Hyundai,6,i10,37,2016,8,74156.0,1,1,2,295000
Toyota,5,Etios Liva,99,2011,13,90000.0,1,1,2,295000
Maruti Suzuki,2,Ignis,40,2022,2,38000.0,1,0,0,490000
Hyundai,6,i20,24,2023,1,4431.0,1,0,0,1090000
Maruti Suzuki,2,Wagon-R-1-0,211,2017,7,85000.0,1,1,2,340000
Ford,4,Fiesta,207,2006,18,80000.0,1,1,2,110000
Hyundai,6,Creta,22,2015,9,74000.0,1,1,1,649000
Maruti Suzuki,2,Swift-Dzire,8,2015,9,1000.0,0,0,2,150000
Maruti Suzuki,2,Wagon R,192,2009,15,72000.0,1,1,0,129999
Toyota,5,Corolla Altis,128,2011,13,75000.0,0,0,2,250000
Mahindra,13,KUV 100,112,2016,8,70000.0,1,0,0,269000
Hyundai,6,i10,37,2010,14,86000.0,0,1,2,180000
Maruti Suzuki,2,Swift,2,2022,2,23000.0,1,0,0,698000
Toyota,5,Corolla Altis,128,2014,10,68000.0,0,0,2,585000
Honda,0,Jazz,71,2019,5,65850.0,1,0,0,300000
Hyundai,6,Aura,215,2024,0,3500.0,1,0,2,700000
Renault,9,KWID,16,2018,6,53000.0,0,1,2,375000
Skoda,11,Rapid,63,2015,9,72000.0,0,1,1,474000
Maruti Suzuki,2,Alto-800,62,2010,14,87000.0,1,1,2,95000
Maruti Suzuki,2,Swift-Dzire,8,2012,12,156300.0,1,1,0,300000
Hyundai,6,Venue,21,2020,4,18000.0,0,0,0,950000
Maruti Suzuki,2,Sx4,59,2011,13,90000.0,0,1,2,240000
Honda,0,City,0,2015,9,61000.0,0,0,2,530000
Maruti Suzuki,2,Swift,2,2013,11,150000.0,1,1,0,320000
Kia,7,Seltos,11,2020,4,50000.0,0,0,1,1350000
Maruti Suzuki,2,Wagon-R,32,2021,3,65000.0,1,0,2,450000
Maruti Suzuki,2,Eeco,57,2020,4,75000.0,1,1,2,411000
Maruti Suzuki,2,Wagon-R-1-0,211,2017,7,63000.0,1,0,2,345000
Volkswagen,1,Taigun,243,2021,3,19000.0,0,1,0,1180000
Toyota,5,Corolla Altis,128,2013,11,28001.0,1,0,1,575000
Maruti Suzuki,2,Celerio,18,2014,10,77000.0,0,0,0,260000
Audi,8,Q3,80,2014,10,84000.0,0,1,1,850000
Maruti Suzuki,2,Celerio,18,2018,6,70000.0,1,1,2,395000
Honda,0,City,0,2019,5,32500.0,1,1,2,725000
Maruti Suzuki,2,Wagon-R-1-0,211,2012,12,67000.0,1,1,2,240000
Chevrolet,16,Tavera,203,2015,9,120000.0,1,1,1,560000
Mahindra,13,Alturas G4,195,2019,5,60000.0,0,0,1,1900000
Honda,0,Brio,52,2016,8,64000.0,1,1,2,285000
Maruti Suzuki,2,Eeco,57,2015,9,64000.0,1,0,2,435000
Hyundai,6,Santro Xing,105,2009,15,128000.0,0,0,2,60000
Maruti Suzuki,2,Wagon-R,32,2020,4,6000.0,1,0,0,550000
Maruti Suzuki,2,Baleno,3,2017,7,58000.0,1,0,1,651000
Hyundai,6,Creta,22,2021,3,63000.0,0,0,1,1550000
Maruti Suzuki,2,Omni,68,2013,11,72000.0,1,1,2,235000
Renault,9,Duster,31,2014,10,128000.0,1,1,1,378000
Toyota,5,Innova,20,2015,9,145500.0,1,0,1,1240000
Renault,9,KWID,16,2019,5,90000.0,1,1,0,325000
Tata,14,Tiago,86,2018,6,56000.0,1,0,0,260000
Mahindra,13,TUV,64,2016,8,78000.0,0,1,1,585000
Mercedes-Benz,12,C Class,187,2011,13,96500.0,0,1,1,580000
Renault,9,Duster,31,2013,11,87000.0,1,1,1,435000
Maruti Suzuki,2,Baleno,3,2015,9,87000.0,1,1,1,550000
Maruti Suzuki,2,Celerio,18,2014,10,51000.0,1,1,0,370000
Hyundai,6,Creta,22,2018,6,120000.0,1,0,2,726000
Hyundai,6,i10,37,2013,11,64000.0,0,1,0,329000
BMW,3,3 Series,90,2010,14,150000.0,0,1,1,650000
Maruti Suzuki,2,Alto-K10,7,2008,16,82000.0,0,1,0,180000
Tata,14,Nexon,45,2021,3,67000.0,1,0,1,890000
Maruti Suzuki,2,Omni,68,2018,6,50000.0,0,0,2,250000
Renault,9,KWID,16,2017,7,71000.0,1,0,0,245000
Toyota,5,Etios,46,2014,10,95000.0,1,0,1,695000
Maruti Suzuki,2,Wagon-R,32,2015,9,85000.0,1,0,0,450000
Hyundai,6,i10,37,2013,11,102091.0,0,1,2,300000
Hyundai,6,Verna,26,2014,10,76000.0,0,1,1,465000
Maruti Suzuki,2,Wagon-R-1-0,211,2010,14,63000.0,1,0,0,210000
Maruti Suzuki,2,Vitara-Brezza,19,2019,5,89500.0,0,1,1,669300
Toyota,5,Corolla Altis,128,2015,9,98000.0,1,0,0,498888
Honda,0,City,0,2009,15,68000.0,0,0,2,315000
Mahindra,13,Bolero Power Plus,33,2017,7,129000.0,1,0,1,725000
Chevrolet,16,Cruze,69,2011,13,53000.0,0,1,1,295000
Maruti Suzuki,2,Zen-Estilo,156,2011,13,45000.0,1,1,2,120000
MG,10,Hector,17,2020,4,90000.0,1,0,1,1375000
Skoda,11,Fabia,200,2010,14,45000.0,1,1,0,165000
Nissan,21,Micra,188,2020,4,16330.0,0,0,0,575000
Hyundai,6,Eon,34,2015,9,81000.0,1,1,0,210000
Volkswagen,1,Polo,25,2015,9,50000.0,1,1,1,650000
Mercedes-Benz,12,S-Class,181,2013,11,85000.0,0,1,1,1150000
Tata,14,Indica V2,233,2009,15,31000.0,0,1,1,105000
Maruti Suzuki,2,Swift,2,2007,17,135767.0,1,0,0,150000
Maruti Suzuki,2,Ertiga,12,2022,2,38000.0,1,0,2,1100000
Maruti Suzuki,2,Vitara-Brezza,19,2018,6,78000.0,1,0,1,750000
Chevrolet,16,Spark,238,2011,13,90450.0,0,1,2,85000
Ford,4,Figo Aspire,149,2017,7,56500.0,1,1,1,488000
Mahindra,13,KUV 100,112,2017,7,66000.0,0,1,2,270000
Maruti Suzuki,2,Eeco,57,2020,4,93000.0,1,0,2,575000
Toyota,5,Innova Crysta,14,2019,5,53000.0,1,0,1,1650000
Maruti Suzuki,2,Eeco,57,2018,6,59000.0,1,0,2,390000
Renault,9,KWID,16,2015,9,53000.0,1,1,2,210000
Hyundai,6,i10,37,2013,11,53416.0,1,1,0,285000
Honda,0,City,0,2009,15,77000.0,0,1,2,290000
Hyundai,6,Grand i10,41,2017,7,49000.0,1,0,2,391000
Skoda,11,Superb,154,2014,10,96000.0,0,0,1,850000
Chevrolet,16,Beat,178,2013,11,21000.0,1,0,0,195000
Honda,0,BRV,30,2018,6,82502.0,1,0,0,700000
